"Reference","DOI","DOI_PANGAEA","Included/Not included","Reason for non inclusion","Country/Region","Year"
"Baggini, C., Salomidi, M., Voutsinas, E., Bray, L., Krasakopoulou, E., & Hall-Spencer, J. M., 2014. Seasonality affects macroalgal community response to increases in pCO2. PLoS ONE 9:e106520","doi:10.1371/journal.pone.0106520","10.1594/PANGAEA.837970","Included","","EU-UK","2014"
"Bahr, K. D., Rodgers, K. S., & Jokiel, P. L., 2018. Ocean warming drives decline in coral metabolism while acidification highlights species-specific responses. Marine Biology Research 14:924-935","doi:10.1080/17451000.2018.1551616","10.1594/PANGAEA.909655","Included","","USA","2018"
"Bailey, A., Thor, P., Browman, H. I., Fields, D. M., Runge, J., Vermont, A. et al., 2017. Early life stages of the Arctic copepod Calanus glacialis are unaffected by increased seawater pCO2. ICES Journal of Marine Science 74:996-1004","doi:10.1093/icesjms/fsw066","10.1594/PANGAEA.861734","Included","","EU-Norway","2017"
"Bamber, S. D., & Westerlund, S., 2016. Behavioral responses of brown shrimp (Crangon crangon) to reduced seawater pH following simulated leakages from sub-sea geological storage of CO2. Journal of Toxicology and Environmental Health, Part A: Current Issues - Special Issue: 5th Norwegian Environmental Toxicology Symposium: Recognizing, understanding, and minimizing the impacts of human activity 79:526-537","doi:10.1080/15287394.2016.1171979","10.1594/PANGAEA.872635","Included","","EU-Norway","2016"
"Barbosa, M., Schwaner, C., Pales Espinosa, E., & Allam, B., 2022. A transcriptomic analysis of phenotypic plasticity in Crassostrea virginica larvae under experimental acidification. Genes 13:1529","doi:10.3390/genes13091529","10.1594/PANGAEA.957780","Included","","USA","2022"
"Barcelos e Ramos, J., Biswas, H., Schulz, K. G., LaRoche, J., & Riebesell, U., 2007. Effect of rising atmospheric carbon dioxide on the marine nitrogen fixer Trichodesmium. Global Biogeochemical Cycles 21:GB2028","doi:10.1029/2006GB002898","10.1594/PANGAEA.716818","Included","","EU-Germany","2007"
"Barcelos e Ramos, J., Müller, M. N., & Riebesell, U., 2010. Short-term response of the coccolithophore Emiliania huxleyi to an abrupt change in seawater carbon dioxide concentrations. Biogeosciences 7:177-186","doi:10.5194/bg-7-177-2010","10.1594/PANGAEA.736022","Included","","EU-Germany","2010"
"Barcelos e Ramos, J., Schulz, K. G., Brownlee, C., Sett, S., & Azevedo, E. B., 2014. Effects of increasing seawater carbon dioxide concentrations on chain formation of the diatom Asterionellopsis glacialis. PLoS ONE 9:e90749","doi:10.1371/journal.pone.0090749","10.1594/PANGAEA.836367","Included","","EU-Portugal","2014"
"Barclay, K. M., Gaylord, B., Jellison, B. M., Shukla, P., Sanford, E., & Leighton, L. R., 2019. Variation in the effects of ocean acidification on shell growth and strength in two intertidal gastropods. Marine Ecology Progress Series 626:109-121","doi:10.3354/meps13056","10.1594/PANGAEA.914821","Included","","Canada","2019"
"Barclay, K. M., Gingras, M. K., Packer, S. T., & Leighton, L. R., 2020. The role of gastropod shell composition and microstructure in resisting dissolution caused by ocean acidification. Marine Environmental Research 162:105105","doi:10.1016/j.marenvres.2020.105105","10.1594/PANGAEA.925655","Included","","Canada","2020"
"Barkley, H. C., Cohen, A. L., Golbuu, Y., Starczak, V. R., DeCarlo, T. M., & Shamberger, K. E. F., 2015. Changes in coral reef communities across a natural gradient in seawater pH. Science Advances 1:e1500328-e1500328","doi:10.1126/sciadv.1500328","10.1594/PANGAEA.849300","Included","","USA","2015"
"Barkley, H. C., Cohen, A. L., McCorkle, D. C., & Golbuu, Y., 2017. Mechanisms and thresholds for pH tolerance in Palau corals. Journal of Experimental Marine Biology and Ecology 489:7-14","doi:10.1016/j.jembe.2017.01.003","10.1594/PANGAEA.877806","Included","","USA","2017"
"Barner, A. K., Chan, F., Hettinger, A., Hacker, S. D., Marshall, K., & Menge, B. A., 2018. Generality in multispecies responses to ocean acidification revealed through multiple hypothesis testing. Global Change Biology 24:4464-4477","doi:10.1111/gcb.14372","10.1594/PANGAEA.892594","Included","","USA","2018"
"Barnhill, K. A., Jogee, N., Brown, C., McGowan, A., Rodgers, K., Bryceson, I. et al., 2020. Acclimatization drives differences in reef-building coral calcification rates. Diversity 12:347","doi:10.3390/d12090347","10.1594/PANGAEA.930559","Included","","EU-UK","2020"
"Barreto Filho, M. M., Lu, Z., Walker, M., & Morris, J. J., 2022. Community context and pCO2 impact the transcriptome of the “helper” bacterium Alteromonas in co-culture with picocyanobacteria. ISME Communications 2:113","doi:10.1038/s43705-022-00197-2","10.1594/PANGAEA.955830","Included","","USA","2022"
"Barreto, M. M., Ziegler, M., Venn, A., Tambutté, E., Zoccola, D., Tambutté, S. et al., 2021. Effects of ocean acidification on resident and active microbial communities of Stylophora pistillata. Frontiers in Microbiology 12:707674","doi:10.3389/fmicb.2021.707674","10.1594/PANGAEA.948416","Included","","Kingdom of Saudi Arabia","2021"
"Basallote, M. D., De Orte, M. R., Del Valls, T. A., & Riba, I., 2014. Studying the effect of CO2-induced acidification on sediment toxicity using acute amphipod toxicity test. Environmental Science & Technology 48:8864-8872","doi:10.1021/es5015373","10.1594/PANGAEA.838493","Included","","EU-Spain","2014"
"Basallote, M. D., Rodriguez-Romero, A., De Orte, M. R., Del Valls, T. Á., & Riba, I., 2015. Evaluation of the threat of marine CO2 leakage-associated acidification on the toxicity of sediment metals to juvenile bivalves. Aquatic Toxicology 166:63-71","doi:10.1016/j.aquatox.2015.07.004","10.1594/PANGAEA.864448","Included","","EU-Spain","2015"
"Basso, L., Hendriks, I. E., & Duarte, C. M., 2015. Juvenile pen shells (Pinna nobilis) tolerate acidification but are vulnerable to warming. Estuaries and Coasts 38:1976-1985","doi:10.1007/s12237-015-9948-0","10.1594/PANGAEA.869318","Included","","EU-Spain","2015"
"Bates, N. R., Amat, A., & Andersson, A. J., 2010. Feedbacks and responses of coral calcification on the Bermuda reef system to seasonal changes in biological processes and ocean acidification. Biogeosciences 7:2509-2530","doi:10.5194/bg-7-2509-2010","10.1594/PANGAEA.819639","Included","","EU-UK (Bermuda)","2010"
"Baumann, H., Jones, L. F., Murray, C. S., Siedlecki, S. A., Alexander, M., & Cross, E. L., 2022. Impaired hatching exacerbates the high CO2 sensitivity of embryonic sand lance Ammodytes dubius. Marine Ecology Progress Series 687:147-162","doi:10.3354/meps14010","10.1594/PANGAEA.945654","Included","","USA","2022"
"Baumann, H., Talmage, S. C., & Gobler, C. J., 2011. Reduced early life growth and survival in a fish in direct response to increased carbon dioxide. Nature Climate Change 2:38-41","doi:10.1038/nclimate1291","10.1594/PANGAEA.773850","Included","","USA","2011"
"Bausch, A. R., Gallego, M. A., Harianto, J., Thibodeau, P., Bednaršek, N., Havenhand, J. N. et al., 2018. Influence of bacteria on shell dissolution in dead gastropod larvae and adult Limacina helicina pteropods under ocean acidification conditions. Marine Biology 165:40","doi:10.1007/s00227-018-3293-3","10.1594/PANGAEA.899574","Included","","USA","2018"
"Beaufort, L., Probert, I., de Garidel-Thoron, T., Bendif, E. M., Ruiz-Pino, D., Metzl, N. et al., 2011. Sensitivity of coccolithophores to carbonate chemistry and ocean acidification. Nature 476:80-83","doi:10.1038/nature10295","10.1594/PANGAEA.767576","Included","","EU-France","2011"
"Bechmann, R.-K., Taban, I. C., Westerlund, S., Godal, B. F., Arnberg, B. F., Vingen, S. et al., 2011. Effects of ocean acidification on early life stages of shrimp (Pandalus borealis) and mussel (Mytilus edulis). Journal of Toxicology and Environmental Health, Part A 74:424-438","doi:10.1080/15287394.2011.550460","10.1594/PANGAEA.763290, 10.1594/PANGAEA.763291","Included","","EU-Norway","2011"
"Bechmann, R. K., Lyng, E., Westerlund, S., Bamber, S., Berry, M., Arnberg, M. et al., 2018. Early life stages of Northern shrimp (Pandalus borealis) are sensitive to fish feed containing the anti-parasitic drug diflubenzuron. Aquatic Toxicology 198:82-91","doi:10.1016/j.aquatox.2018.02.021","10.1594/PANGAEA.903546","Included","","EU-Norway","2018"
"Beck, K. K., Schmidt-Grieb, G. M., Laudien, J., Försterra, G., Häussermann, V., González, H. E. et al., 2022. Environmental stability and phenotypic plasticity benefit the cold-water coral Desmophyllum dianthus in an acidified fjord. Commun Biol 5:683","doi:10.1038/s42003-022-03622-3","10.1594/PANGAEA.951473","Included","","EU-Germany","2022"
"Bednarsek, N., Carter, B., McCabe, R., Feely, R. A., Howard, E., Chavez, F. et al., 2022. Pelagic calcifiers face increased mortality and habitat loss with warming and ocean acidification. Authorea","doi:10.22541/au.164865092.29568156/v1","10.1594/PANGAEA.948351","Included","","USA","2022"
"Bednaršek, N., Feely, R. A., Tolimieri, N., Hermann, A. J., Siedlecki, S. A., Waldbusser, G. G. et al., 2017. Exposure history determines pteropod vulnerability to ocean acidification along the US West Coast. Scientific Reports 7:4526","doi:10.1038/s41598-017-03934-z","10.1594/PANGAEA.923759","Included","","USA","2017"
"Bednaršek, N., Tarling, G. A., Bakker, D. C. E., Fielding, S., Cohen, A., Kuzirian, A. et al., 2012. Description and quantification of pteropod shell dissolution: a sensitive bioindicator of ocean acidification. Global Change Biology 18:2378-2388","doi:10.1111/j.1365-2486.2012.02668.x","10.1594/PANGAEA.779926","Included","","EU-UK","2012"
"Bednaršek, N., Tarling, G. A., Bakker, D. C. E., Fielding, S., Jones, E. M., Venables, H. J. et al., 2012. Extensive dissolution of live pteropods in the Southern Ocean. Nature Geoscience 5:881-885","doi:10.1038/ngeo1635","10.1594/PANGAEA.833075","Included","","EU-UK","2012"
"Behbehani, M., Uddin, S., Dupont, S., Fowler, S. W., Gorgun, A. U., Al-Enezi, Y. et al., 2022. Ocean acidification-mediated food chain transfer of polonium between primary producers and consumers. Toxics 11:14","doi:10.3390/toxics11010014","10.1594/PANGAEA.959783","Included","","Kuwait","2022"
"Belivermiş, M., Warnau, M., Metian, M., Oberhänsli, F., Teyssié, J.-L., & Lacoue-Labarthe, T., 2016. Limited effects of increased CO2 and temperature on metal and radionuclide bioaccumulation in a sessile invertebrate, the oyster Crassostrea gigas. ICES Journal of Marine Science 73:753-763","doi:10.1093/icesjms/fsv236","10.1594/PANGAEA.860979","Included","","EU-Turkey","2016"
"Bell, L. E., Gómez, J. B., Donham, E., Steller, D. L., Gabrielson, P. W., & Kroeke, R. K. J., 2022. High-latitude calcified coralline algae exhibit seasonal vulnerability to acidification despite physical proximity to a non-calcified alga. Climate Change Ecology 100049","doi:10.1016/j.ecochg.2022.100049","10.1594/PANGAEA.944715","Included","","USA","2022"
"Bellerby, R. G. J., Schulz, K. G., Riebesell, U., Neill, C., Nondal, G., Johannessen, T. et al., 2008. Marine ecosystem community carbon and nutrient uptake stoichiometry under varying ocean acidification during the PeECE III experiment. Biogeosciences 5:1517-1527","doi:10.5194/bg-5-1517-2008","10.1594/PANGAEA.726955","Included","","EU-Norway","2008"
"Bénard, R., Levasseur, M., Scarratt, M., Blais, M.-A., Mucci, A., Ferreyra, G. et al., 2018. Experimental assessment of the sensitivity of an estuarine phytoplankton fall bloom to acidification and warming. Biogeosciences 15:4883-4904","doi:10.5194/bg-15-4883-2018","10.1594/PANGAEA.886887","Included","","Canada","2018"
"Bénard, R., Levasseur, M., Scarratt, M., Michaud, S., Starr, M., Mucci, A. et al., 2019. Contrasting effects of acidification and warming on dimethylsulfide concentrations during a temperate estuarine fall bloom mesocosm experiment. Biogeosciences 16:1167-1185","doi:10.5194/bg-16-1167-2019","10.1594/PANGAEA.886887","Included","","Canada","2019"
"Bénard, R., Lizotte, M., Levasseur, M., Scarratt, M., Michaud, S., Starr, M. et al., 2021. Impact of anthropogenic pH perturbation on dimethyl sulfide cycling: a peek into the microbial black box. Elementa: Science of the Anthropocene 9:00043","doi:10.1525/elementa.2021.00043","10.1594/PANGAEA.939831","Included","","Canada","2021"
"Bender, D., Champ, C. M., Kline, D., Diaz-Pulido, G., & Dove, S., 2015. Effects of “reduced” and “business-as-usual” CO2 emission scenarios on the algal territories of the damselfish Pomacentrus wardi (Pomacentridae). PLoS ONE 10:e0131442","doi:10.1371/journal.pone.0131442","10.1594/PANGAEA.860466","Included","","Australia","2015"
"Beniash, E., Ivanina, A., Lieb, N. S., Kurochkin, I., & Sokolova, I. M., 2010. Elevated level of carbon dioxide affects metabolism and shell formation in oysters Crassostrea virginica. Marine Ecology Progress Series 419:95-108","doi:10.3354/meps08841","10.1594/PANGAEA.767583","Included","","USA","2010"
"Bensoussan, N., & Gattuso, J.-P., 2007. Community primary production and calcification in a NW Mediterranean ecosystem dominated by calcareous macroalgae. Marine Ecology Progress Series 334:37-45","doi:10.3354/meps334037","10.1594/PANGAEA.717852","Included","","EU-France","2007"
"Bergstrom, E., Silva, J., Martins, C., & Horta, P., 2019. Seagrass can mitigate negative ocean acidification effects on calcifying algae. Scientific Reports 9:1932","doi:10.1038/s41598-018-35670-3","10.1594/PANGAEA.914662","Included","","Australia","2019"
"Bermúdez, R., Winder, M., Stuhr, A., Almén, A.-K., Engström-Öst, J., & Riebesell, U., 2016. Effect of ocean acidification on the structure and fatty acid composition of a natural plankton community in the Baltic Sea. Biogeosciences 13:6625-6635","doi:10.5194/bg-13-6625-2016-supplement","10.1594/PANGAEA.873653","Included","","EU-Germany","2016"
"Bernhard, J. M., Wit, J. C., Starczak, V. R., Beaudoin, D. J., Phalen, W. G., & McCorkle, D. C., 2021. Impacts of multiple stressors on a benthic foraminiferal community: a long-term experiment assessing response to ocean acidification, hypoxia and warming. Frontiers in Marine Science 8:643339","doi:10.3389/fmars.2021.643339","10.1594/PANGAEA.932793","Included","","USA","2021"
"Bi, R., Ismar, S., Sommer, U., & Zhao, M., 2017. Environmental dependence of the correlations between stoichiometric and fatty acid-based indicators of phytoplankton nutritional quality: Environmental dependence of nutritional quality. Limnology and Oceanography 62:334-347","doi:10.1002/lno.10429","10.1594/PANGAEA.883475","Included","","China","2017"
"Bi, R., Ismar, S. M. H., Sommer, U., & Zhao, M., 2018. Simultaneous shifts in elemental stoichiometry and fatty acids of Emiliania huxleyi in response to environmental changes. Biogeosciences 15:1029-1045","doi:10.5194/bg-15-1029-2018-supplement","10.1594/PANGAEA.901388","Included","","China","2018"
"Bibby, R., Cleall-Harding, P., Rundle, S., Widdicombe, S., & Spicer, J., 2007. Ocean acidification disrupts induced defences in the intertidal gastropod Littorina littorea. Biology Letters 3:699-701","doi:10.1098/rsbl.2007.0457","10.1594/PANGAEA.716837","Included","","EU-UK","2007"
"Bibby, R., Widdicombe, S., Parry, H., Spicer, J., & Pipe, R., 2008. Effects of ocean acidification on the immune response of the blue mussel Mytilus edulis. Aquatic Biology 2:67-74","doi:10.3354/ab00037","10.1594/PANGAEA.718100","Included","","EU-UK","2008"
